Filename,Governing Law
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF","This Agreement and the transactions contemplated herein shall be governed by, and construed in accordance with, the laws of the State of Delaware, USA and disputes, if not resolved by the Parties, will be settled by binding arbitration in and under the rules of arbitration in London, England. (Page 10)"
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,"The validity, interpretation and performance of this Agreement and any dispute connected with this Agreement will be governed by and determined in accordance with the statutory, regulatory and decisional law of the State of Delaware (exclusive of such state’s choice of laws or conflicts of laws rules) and, to the extent applicable, the federal statutory, regulatory and decisional law of the United States. (Page 63)"
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,This Agreement shall be governed by and construed in accordance with Swiss law. (Page 9)
"Loop Industries, Inc. - Marketing Agreement.PDF","This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware, United States of America, without reference to conflict-of-laws principles. (Page 10)"
NUVEEN - REMARKETING AGREEMENT.PDF,"This Agreement shall be construed in accordance with and governed by the laws of the State of New York, except Section 25 below, which shall be construed in accordance with and governed by the laws of the Commonwealth of Massachusetts, <omitted> in each case without regard to conflict of laws principles that would require the application of the laws of another jurisdiction. (Pages 16-17)"
"MetLife, Inc. - Remarketing Agreement.PDF","THIS REMARKETING AGREEMENT AND THE PRICING AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW TO THE EXTENT THAT SUCH PRINCIPLES WOULD REQUIRE OR PERMIT THE APPLICATION OF LAWS OF ANOTHER JURISDICTION. (Page 31)"
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New  York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit  any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York. (Page 66)"
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,This Agreement shall be governed by and construed in accordance with the laws of the State of Iowa. (Page 6)
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF","This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York. (Page 28)"
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF","This Agreement shall be governed by and construed in accordance with the laws of the State of California, excluding  the choice of law rules, and the parties hereby agree to submit to the jurisdiction and venue of the State and Federal courts  of the State of California, and agree that the State and Federal courts of the State of California shall be the exclusive forum for the resolution of all disputes related to or arising out of this Agreement. (Page 5)"
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF","The Parties agree that this Agreement shall be governed by and construed in accordance with the laws of the State of Arizona without regard to conflicts of law provisions thereof or any other applicable law and that exclusive venue shall be in the federal or state courts located in Maricopa County, Arizona. (Page 8)"
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,"This Agreement and its interpretation shall be governed by the laws of the United States and, to the extent not inconsistent therewith, by the laws of the Commonwealth of Kentucky without regard to conflicts of laws rules. (Page 6)"
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong. (Page 1)"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,This Agreement shall be            ------------------------------------- governed by and construed in accordance with the substantive laws of the State  of North Carolina. (Page 3)
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,"This Agreement will be governed by and                   construed in accordance with the laws of the State of                   California, notwithstanding the actual state or country of                   residence or incorporation of NetGrocer. (Page 8)"
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,"This  Agreement is governed by, and will be construed in  accordance  with,  the laws of British Columbia, Canada. (Page 2)  This Agreement  will be governed by the law of British  Columbia and the parties attorn to the  non-exclusive  jurisdiction of the courts of British Columbia for the resolution of all disputes arising in connection with this Agreement. (Page 8)"
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,This Agreement shall be interpreted and enforced according to the laws of the State of California without regard to principles of conflict of laws. (Page 9)
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,This Agreement shall be governed by and construed in accordance with the laws of the State of California without reference to conflict of law principles thereof. (Page 2)
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",This Agreement is to be governed and construed according to the laws of the State of California without regard to conflicts of law. (Page 8)
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF","This Agreement shall be governed by and construed under the laws of the State of California, excluding conflict of laws provisions and excluding the 1980 United Nations Convention on Contracts for the International Sale of Goods. (Page 5)"
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,"This Agreement shall be governed by the laws of the province of Ontario, Canada, without regard to its conflict of laws principles. (Page 6)"
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,"THIS AGREEMENT SHALL BE GOVERNED BY, AND                 CONSTRUED IN ACCORDANCE WITH, THE LAWS OF THE STATE OF COLORADO, UNITED STATES, WITHOUT REGARD TO ITS PRINCIPLES REGARDING CONFLICT OF LAWS. (Page 15)"
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",This Agreement will be governed by the laws of the State of Delaware without regard to its conflicts of law principles. (Page 10)
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without reference to any principles of conflicts of law thereof. (Page 21)"
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,nan
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF","This Agreement is to be governed by and construed in accordance with the laws of the State of New York, United States, notwithstanding any conflict of law provisions to the contrary. (Page 9)"
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,"The laws of the Federal Republic of Germany shall apply to the Agreement and any legal relations thereof, especially any purchase order, between Cremer and Ultragenyx shall be governed by that law. (Page 5)"
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF","This Supply Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California, without regard to any conflict of laws rules to the contrary. (Page 29)"
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF,"This Agreement, and all claims arising under or in connection therewith, shall be governed by and interpreted in accordance with the substantive laws of the State of New York, without regard to conflict of law principles thereof. (Page 33)"
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.pdf,This Agreement shall be governed by and construed in accordance with             the laws of England and Wales. (Page 8)
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment.pdf,nan
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,The parties hereby agree that this Agreement shall be construed in             accordance with English law. (Page 14)
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,"This Development Agreement shall be governed by and construed in accordance with the laws of the State of Minnesota,  United States of America, disregarding its conflicts of law rules. (Page 11)"
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR-.pdf",nan
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf","This Agreement, including its attachment and order acknowledgments under the Agreement, constitutes the entire agreement between Distributor and NETGEAR with respect to the purchase, resale and distribution of the Products and is governed by the laws of the State of California except that body of law dealing with conflicts of law. (Page 8)"
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT.pdf",nan
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,This Amendment shall be governed by and construed under the law governing the Distributor Agreement. (Page 4)
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE SIATE OF TEXAS. (Page 12)
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,"The validity, interpretation,          construction and performance of this Agreement shall be governed in          accordance with the laws of the State of New Jersey without giving          effect to the principles of conflicts of laws of such state. (Page 5)"
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.pdf,nan
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.pdf",nan
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf",This Agreement is governed in all respects by the laws of the State of Delaware without giving effect to its conflict of laws principles. (Page 4)
